County,Census,Estimates Base,2010,2011,2012,2013,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062
Newton,58114,58112,58125,58805,59040,59063.00000000006,Missouri,59520.49999999988,59825.39999999991,60130.29999999993,60435.19999999995,60740.09999999998,61045.0,61349.90000000002,61654.80000000005,61959.70000000007,62264.60000000009,62569.50000000012,62874.40000000014,63179.30000000016,63484.200000000186,63789.10000000021,64094.00000000023,64398.900000000256,64703.80000000028,65008.7000000003,65313.600000000326,65618.50000000035,65923.40000000037,66228.3000000004,66533.20000000042,66838.10000000044,67143.00000000047,67447.90000000049,67752.80000000051,68057.70000000054,68362.60000000056,68667.50000000058,68972.4000000006,69277.30000000063,69582.20000000065,69887.10000000068,70192.0000000007,70496.90000000072,70801.80000000075,71106.70000000077,71411.60000000079,71716.50000000081,72021.40000000084,72326.30000000086,72631.20000000088,72936.10000000091,73241.00000000093,73545.90000000095,73850.80000000098,74155.700000001
Nodaway,23370,23370,23378,23450,23402,23312.900000000023,Missouri,23324.900000000023,23300.57000000003,23276.240000000034,23251.91000000004,23227.580000000045,23203.250000000044,23178.92000000005,23154.590000000055,23130.26000000006,23105.930000000066,23081.60000000007,23057.270000000077,23032.940000000075,23008.61000000008,22984.280000000086,22959.95000000009,22935.620000000097,22911.290000000103,22886.9600000001,22862.630000000107,22838.300000000112,22813.970000000118,22789.640000000123,22765.31000000013,22740.980000000134,22716.650000000132,22692.320000000138,22667.990000000143,22643.66000000015,22619.330000000155,22595.00000000016,22570.67000000016,22546.340000000164,22522.01000000017,22497.680000000175,22473.35000000018,22449.020000000186,22424.69000000019,22400.36000000019,22376.030000000195,22351.7000000002,22327.370000000206,22303.040000000212,22278.710000000217,22254.380000000216,22230.05000000022,22205.720000000227,22181.390000000232,22157.060000000238
Oregon,10881,10881,10920,11052,10985,11012.399999999994,Missouri,11044.89999999999,11065.919999999995,11086.939999999991,11107.959999999988,11128.979999999985,11149.999999999989,11171.019999999986,11192.039999999983,11213.05999999998,11234.079999999984,11255.09999999998,11276.119999999977,11297.139999999974,11318.159999999978,11339.179999999975,11360.199999999972,11381.219999999968,11402.239999999972,11423.25999999997,11444.279999999966,11465.299999999963,11486.319999999967,11507.339999999964,11528.35999999996,11549.379999999957,11570.399999999961,11591.419999999958,11612.439999999955,11633.459999999952,11654.479999999956,11675.499999999953,11696.51999999995,11717.539999999946,11738.55999999995,11759.579999999947,11780.599999999944,11801.619999999948,11822.639999999945,11843.659999999942,11864.679999999938,11885.699999999943,11906.71999999994,11927.739999999936,11948.759999999933,11969.779999999937,11990.799999999934,12011.81999999993,12032.839999999927,12053.859999999931
Osage,13878,13885,13872,13914,13852,13739.400000000023,Missouri,13729.400000000023,13683.420000000027,13637.440000000031,13591.460000000036,13545.48000000004,13499.500000000044,13453.520000000048,13407.540000000052,13361.560000000056,13315.58000000006,13269.600000000064,13223.620000000068,13177.640000000072,13131.660000000076,13085.68000000008,13039.700000000084,12993.720000000088,12947.740000000093,12901.760000000097,12855.7800000001,12809.800000000105,12763.820000000109,12717.840000000098,12671.860000000102,12625.880000000107,12579.90000000011,12533.920000000115,12487.940000000119,12441.960000000123,12395.980000000127,12350.000000000131,12304.020000000135,12258.04000000014,12212.060000000143,12166.080000000147,12120.100000000151,12074.120000000155,12028.14000000016,11982.160000000164,11936.180000000168,11890.200000000172,11844.220000000176,11798.24000000018,11752.260000000184,11706.280000000188,11660.300000000192,11614.320000000196,11568.340000000186,11522.36000000019
Ozark,9723,9723,9736,9655,9641,9566.700000000012,Missouri,9519.199999999997,9467.009999999995,9414.820000000007,9362.630000000005,9310.440000000002,9258.25,9206.059999999998,9153.87000000001,9101.680000000008,9049.490000000005,8997.300000000003,8945.110000000015,8892.920000000013,8840.73000000001,8788.540000000008,8736.35000000002,8684.160000000018,8631.970000000016,8579.780000000013,8527.590000000011,8475.400000000023,8423.210000000021,8371.020000000019,8318.830000000016,8266.640000000029,8214.450000000026,8162.260000000024,8110.0700000000215,8057.880000000034,8005.690000000031,7953.500000000029,7901.310000000027,7849.120000000039,7796.930000000037,7744.740000000034,7692.550000000032,7640.36000000003,7588.170000000042,7535.98000000004,7483.790000000037,7431.600000000035,7379.410000000047,7327.220000000045,7275.0300000000425,7222.84000000004,7170.650000000052,7118.46000000005,7066.270000000048,7014.080000000045
Pemiscot,18296,18296,18255,18209,18134,17899.600000000093,Missouri,17839.10000000015,17724.980000000156,17610.86000000019,17496.740000000194,17382.620000000228,17268.500000000233,17154.380000000267,17040.26000000027,16926.140000000305,16812.02000000031,16697.900000000343,16583.780000000377,16469.660000000382,16355.540000000416,16241.42000000042,16127.300000000454,16013.180000000459,15899.060000000492,15784.940000000497,15670.82000000053,15556.700000000536,15442.58000000057,15328.460000000574,15214.340000000608,15100.220000000641,14986.100000000646,14871.98000000068,14757.860000000685,14643.740000000718,14529.620000000723,14415.500000000757,14301.380000000761,14187.260000000795,14073.1400000008,13959.020000000834,13844.900000000867,13730.780000000872,13616.660000000906,13502.54000000091,13388.420000000944,13274.300000000949,13160.180000000983,13046.060000000987,12931.940000001021,12817.820000001026,12703.70000000106,12589.580000001093,12475.460000001098,12361.340000001132
Perry,18971,18971,18968,18898,19019,19054.199999999983,Missouri,19079.699999999968,19117.65999999996,19155.61999999995,19193.579999999958,19231.53999999995,19269.49999999994,19307.459999999934,19345.419999999925,19383.379999999932,19421.339999999924,19459.299999999916,19497.259999999907,19535.2199999999,19573.179999999906,19611.139999999898,19649.09999999989,19687.05999999988,19725.019999999873,19762.97999999988,19800.93999999987,19838.899999999863,19876.859999999855,19914.81999999986,19952.779999999853,19990.739999999845,20028.699999999837,20066.65999999983,20104.619999999835,20142.579999999827,20180.53999999982,20218.49999999981,20256.459999999803,20294.41999999981,20332.3799999998,20370.339999999793,20408.299999999785,20446.259999999776,20484.219999999783,20522.179999999775,20560.139999999767,20598.09999999976,20636.05999999975,20674.019999999757,20711.97999999975,20749.93999999974,20787.899999999732,20825.859999999724,20863.81999999973,20901.779999999722
Pettis,42201,42201,42246,42114,42257,42208.5,Missouri,42214.00000000001,42217.05,42220.1,42223.149999999994,42226.19999999999,42229.249999999985,42232.29999999998,42235.34999999998,42238.39999999997,42241.44999999997,42244.49999999996,42247.54999999996,42250.599999999955,42253.64999999995,42256.699999999946,42259.74999999994,42262.79999999994,42265.84999999993,42268.89999999993,42271.949999999924,42274.99999999992,42278.049999999916,42281.09999999991,42284.14999999991,42287.1999999999,42290.2499999999,42293.299999999894,42296.34999999989,42299.399999999885,42302.44999999988,42305.499999999876,42308.54999999987,42311.59999999987,42314.64999999986,42317.69999999986,42320.749999999854,42323.79999999985,42326.849999999846,42329.89999999984,42332.94999999984,42335.99999999983,42339.04999999983,42342.099999999824,42345.14999999982,42348.199999999815,42351.24999999981,42354.29999999981,42357.3499999998,42360.3999999998
Phelps,45156,45156,45307,45139,45054,44839.00000000006,Missouri,44712.50000000012,44563.60000000009,44414.70000000013,44265.800000000105,44116.90000000014,43968.000000000175,43819.10000000015,43670.200000000186,43521.30000000016,43372.4000000002,43223.500000000175,43074.60000000021,42925.700000000244,42776.80000000022,42627.900000000256,42479.00000000023,42330.10000000027,42181.200000000244,42032.30000000028,41883.400000000256,41734.50000000029,41585.600000000326,41436.7000000003,41287.80000000034,41138.900000000314,40990.00000000035,40841.100000000326,40692.20000000036,40543.300000000396,40394.40000000037,40245.50000000041,40096.600000000384,39947.70000000042,39798.800000000396,39649.90000000043,39501.000000000466,39352.10000000044,39203.20000000048,39054.300000000454,38905.40000000049,38756.500000000466,38607.6000000005,38458.700000000536,38309.80000000051,38160.90000000055,38012.000000000524,37863.10000000056,37714.200000000536,37565.30000000057
Pike,18516,18516,18486,18648,18547,18654.70000000001,Missouri,18685.20000000002,18725.71000000003,18766.220000000038,18806.730000000032,18847.24000000004,18887.75000000005,18928.26000000006,18968.770000000055,19009.280000000064,19049.790000000074,19090.30000000007,19130.810000000078,19171.320000000087,19211.830000000096,19252.34000000009,19292.8500000001,19333.36000000011,19373.87000000012,19414.380000000114,19454.890000000123,19495.400000000132,19535.910000000127,19576.420000000136,19616.930000000146,19657.440000000155,19697.95000000015,19738.46000000016,19778.97000000017,19819.480000000178,19859.990000000173,19900.500000000182,19941.01000000019,19981.5200000002,20022.030000000195,20062.540000000205,20103.050000000214,20143.56000000021,20184.070000000218,20224.580000000227,20265.090000000237,20305.60000000023,20346.11000000024,20386.62000000025,20427.13000000026,20467.640000000254,20508.150000000263,20548.660000000273,20589.170000000282,20629.680000000277
Platte,89322,89322,89723,90835,92123,93305.09999999963,Missouri,94505.09999999963,95708.5299999998,96911.9599999995,98115.38999999966,99318.81999999937,100522.24999999953,101725.67999999924,102929.1099999994,104132.5399999991,105335.96999999927,106539.39999999898,107742.82999999914,108946.25999999885,110149.68999999901,111353.11999999871,112556.54999999888,113759.97999999858,114963.40999999875,116166.83999999845,117370.26999999862,118573.69999999832,119777.12999999849,120980.5599999982,122183.98999999836,123387.41999999806,124590.84999999823,125794.27999999793,126997.7099999981,128201.1399999978,129404.56999999797,130607.99999999767,131811.42999999784,133014.85999999754,134218.2899999977,135421.7199999974,136625.1499999971,137828.57999999728,139032.00999999698,140235.43999999715,141438.86999999685,142642.29999999702,143845.72999999672,145049.1599999969,146252.5899999966,147456.01999999676,148659.44999999646,149862.87999999663,151066.30999999633,152269.7399999965
Polk,31137,31137,31162,31168,31049,30985.800000000017,Missouri,30929.300000000047,30864.54000000005,30799.780000000057,30735.020000000048,30670.260000000053,30605.50000000006,30540.740000000063,30475.980000000054,30411.22000000006,30346.460000000065,30281.70000000007,30216.94000000006,30152.18000000008,30087.42000000007,30022.66000000006,29957.90000000008,29893.140000000072,29828.380000000092,29763.620000000083,29698.860000000073,29634.100000000093,29569.340000000084,29504.580000000075,29439.820000000094,29375.060000000085,29310.300000000105,29245.540000000095,29180.780000000086,29116.020000000106,29051.260000000097,28986.500000000087,28921.740000000107,28856.980000000098,28792.220000000118,28727.46000000011,28662.7000000001,28597.94000000012,28533.18000000011,28468.42000000013,28403.66000000012,28338.90000000011,28274.14000000013,28209.38000000012,28144.62000000011,28079.86000000013,28015.100000000122,27950.340000000142,27885.580000000133,27820.820000000123
Pulaski,52274,52274,52879,53273,53445,53753.100000000035,Missouri,54036.10000000015,54315.5300000002,54594.960000000254,54874.39000000019,55153.82000000024,55433.25000000029,55712.680000000226,55992.11000000028,56271.54000000033,56550.97000000026,56830.400000000314,57109.830000000366,57389.26000000042,57668.69000000035,57948.1200000004,58227.550000000454,58506.98000000039,58786.41000000044,59065.84000000049,59345.270000000426,59624.70000000048,59904.13000000053,60183.56000000058,60462.990000000515,60742.420000000566,61021.85000000062,61301.28000000055,61580.7100000006,61860.140000000654,62139.57000000059,62419.00000000064,62698.43000000069,62977.86000000074,63257.29000000068,63536.72000000073,63816.15000000078,64095.580000000715,64375.010000000766,64654.44000000082,64933.87000000087,65213.3000000008,65492.730000000854,65772.1600000009,66051.59000000084,66331.02000000089,66610.45000000094,66889.88000000088,67169.31000000093,67448.74000000098
Putnam,4979,4979,4969,4959,4927,4885.4000000000015,Missouri,4864.4000000000015,4836.120000000003,4807.8399999999965,4779.559999999998,4751.279999999999,4722.999999999993,4694.719999999994,4666.439999999995,4638.159999999989,4609.87999999999,4581.599999999991,4553.319999999985,4525.039999999986,4496.7599999999875,4468.479999999981,4440.1999999999825,4411.919999999984,4383.639999999978,4355.359999999979,4327.07999999998,4298.799999999974,4270.519999999975,4242.239999999976,4213.959999999977,4185.679999999971,4157.399999999972,4129.1199999999735,4100.839999999967,4072.5599999999686,4044.2799999999697,4015.9999999999636,3987.719999999965,3959.439999999966,3931.15999999996,3902.879999999961,3874.599999999962,3846.319999999956,3818.039999999957,3789.7599999999584,3761.4799999999523,3733.1999999999534,3704.9199999999546,3676.6399999999485,3648.3599999999497,3620.079999999951,3591.7999999999447,3563.519999999946,3535.239999999947,3506.959999999948
Ralls,10167,10167,10176,10292,10262,10233.2,Missouri,10276.199999999997,10290.359999999997,10304.519999999997,10318.679999999997,10332.839999999997,10346.999999999996,10361.16,10375.32,10389.48,10403.64,10417.8,10431.96,10446.119999999999,10460.279999999999,10474.440000000002,10488.600000000002,10502.760000000002,10516.920000000002,10531.080000000002,10545.240000000002,10559.400000000001,10573.560000000001,10587.720000000005,10601.880000000005,10616.040000000005,10630.200000000004,10644.360000000004,10658.520000000004,10672.680000000004,10686.840000000004,10701.000000000007,10715.160000000007,10729.320000000007,10743.480000000007,10757.640000000007,10771.800000000007,10785.960000000006,10800.120000000006,10814.280000000006,10828.44000000001,10842.60000000001,10856.76000000001,10870.92000000001,10885.080000000009,10899.240000000009,10913.400000000009,10927.560000000009,10941.720000000012,10955.880000000012
Randolph,25414,25414,25445,25225,25293,25008.70000000001,Missouri,24932.699999999983,24808.609999999986,24684.51999999999,24560.429999999964,24436.339999999967,24312.24999999997,24188.159999999945,24064.06999999995,23939.979999999952,23815.889999999927,23691.79999999993,23567.709999999934,23443.619999999908,23319.52999999991,23195.439999999915,23071.34999999989,22947.259999999893,22823.169999999896,22699.07999999987,22574.989999999874,22450.899999999878,22326.809999999852,22202.719999999856,22078.62999999986,21954.539999999834,21830.449999999837,21706.35999999984,21582.269999999815,21458.17999999982,21334.089999999822,21209.999999999796,21085.9099999998,20961.819999999803,20837.729999999778,20713.63999999978,20589.549999999785,20465.45999999976,20341.369999999763,20217.279999999766,20093.18999999974,19969.099999999744,19845.009999999747,19720.91999999972,19596.829999999725,19472.73999999973,19348.649999999703,19224.559999999707,19100.46999999971,18976.379999999685
